altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
295,"14,6","0,0","10,5","18,6",09,"2,2","10,3","977,3","973,3"
1130,"13,4","0,0","10,2","16,6",26,"3,9","10,3","888,9","885,1"
626,"16,0","0,0","13,0","18,9",24,"3,3","8,9","946,2","942,2"
1699,"6,4","0,0","2,4","10,5",99,"1,4","5,0","825,9","822,9"
609,"15,4","0,1","12,1","18,6",22,"5,3","15,3","948,6","945,5"
11,"22,0","0,0","17,4","26,7",,,,,
760,"16,0","1,6","11,8","20,1",27,"2,8","10,8",,
15,"23,8","0,0","21,6","26,1",,,,"1020,3","1017,3"
442,"15,0","27,0","12,5","17,4",19,"3,6","10,8","958,6","955,5"
43,"20,2","0,0","13,5","26,8",99,"5,0","11,4","1011,4","1008,7"
949,"13,2","2,6","10,1","16,4",31,"1,7","8,6","909,1","905,2"
532,"15,0","46,0","12,9","17,0",99,"1,7","8,3","948,9","944,8"
34,"20,6",Ip,"16,8","24,3",99,"4,7","10,8","1016,0","1012,4"
2369,"10,9","0,0","7,8","14,0",12,"5,3","10,8","774,9","772,1"
692,,"0,3",,,26,"1,7","7,2","938,9","938,7"
1530,"9,1","27,2","6,0","12,2",30,"4,4","20,8","843,8","840,5"
394,"17,2","0,4","14,2","20,1",16,"3,6","12,2","972,3","968,7"
90,,"10,8",,,25,"17,8","26,9","995,8","992,7"
113,"16,7","65,8","14,5","18,9",23,"2,8","11,7","997,8","993,3"
667,"14,5",,"11,8","17,2",24,"3,9","10,0","939,3","936,0"
57,"18,6","16,6","16,4","20,8",25,"6,1","15,3","1001,1","998,0"
1510,"8,0",,"4,5","11,6",25,"1,9","10,0","845,4","841,8"
185,"19,2","0,6","15,4","22,9",25,"2,2","8,9","995,9","992,3"
6,"19,8","0,0","13,8","25,7",30,"3,1","9,7","1018,5","1015,9"
567,"16,6","0,5","12,2","20,9",27,"1,9","9,2",,
87,"20,8","0,0","17,9","23,7",20,"3,3","10,0","1009,8","1007,4"
208,"17,7","20,2","14,7","20,7",,,,"985,3","980,3"
531,"15,8","1,0","12,8","18,9",,,,,
769,"14,4",,"11,4","17,5",24,"6,9","15,8","927,6","923,9"
115,"23,6","0,0","19,4","27,7",10,"3,3","14,7","1007,4","1003,8"
410,"17,4","0,8","12,5","22,3",25,"3,1","12,5","970,5","964,9"
808,"15,1","6,6","12,2","18,0",24,"6,1","20,3","922,2","913,9"
582,"17,8","3,4","13,4","22,2",29,"6,4","23,9","944,2","934,0"
17,"22,5","0,0","20,0","25,0",28,"6,9","19,2","1008,6","1001,4"
88,"23,0","0,0","18,5","27,5",27,"4,7","17,8","1003,2","994,8"
715,"13,4","5,6","9,7","17,0",23,"4,2","16,4","927,4","921,4"
874,"11,4","4,1","7,7","15,0",25,"9,2","26,7",,
43,"22,2","0,0","18,5","25,9",24,"3,9","14,2","1005,2","997,3"
25,"24,3","0,0","21,6","27,0",99,"5,6","9,7","1018,1","1014,3"
1893,"5,7","17,4","2,0","9,4",22,"6,9","26,1","810,5","803,2"
870,"9,8","24,8","4,4","15,1",27,"1,4","9,2","909,0","901,1"
785,,"1,0",,,28,"5,0","15,6","928,7","922,1"
1220,"13,6","0,0","10,2","17,1",,,,,
334,"19,6","0,0","12,6","26,5",28,"4,2","18,9",,
273,"17,5","2,6","13,9","21,1",22,"3,1","15,3","984,6","977,1"
98,"15,6","20,6","12,2","19,1",27,"4,2","14,4","995,2","989,4"
127,"15,8","23,8","13,3","18,3",26,"3,6","18,9","990,2","985,4"
71,"20,8","0,0","16,4","25,2",27,"6,4","21,1","1000,6","990,5"
632,"18,8","0,1","16,8","20,8",32,"7,2","12,8","951,8","948,8"
249,"19,8","0,6","13,9","25,8",31,"6,1","20,3","980,0","970,0"
36,"25,1","0,0","21,8","28,4",,,,"1017,4","1014,3"
3,"16,4","0,0","11,1","21,8",26,"5,6","20,8","1015,0","1009,4"
15,"22,2","0,0","16,4","28,1",20,"2,2","12,8","1011,4","1004,5"
28,"20,2","1,8","18,5","22,0",22,"4,2","11,9","1015,5","1010,6"
1140,"8,1","16,2","3,4","12,8",24,"2,2","16,9","880,5","873,0"
513,"16,8","4,4","12,3","21,4",24,"6,7","17,2","955,2","946,9"
580,"13,1","42,0","8,3","17,9",28,"1,4","13,3","941,6","933,9"
143,"20,6","0,0","13,5","27,6",24,"5,3","15,3","991,8","981,1"
607,"15,4","3,2","11,5","19,3",24,"5,6","19,7","943,7","934,7"
32,"20,6","3,4","19,1","22,2",24,"7,5","15,3",,
50,"19,5","0,0","15,4","23,6",30,"2,5","15,8","1004,1","994,3"
40,"16,4","30,7","14,0","18,8",26,"2,2","11,7",,
1131,"14,6","0,0","10,9","18,2",27,"6,7","18,9","886,0","878,5"
8,,"0,3",,,06,"1,7","11,9","1016,4","1011,7"
10,"15,8","11,0","13,7","17,8",27,"3,1","15,6","1004,9","999,4"
62,"22,8","0,0","15,9","29,8",25,"2,2","8,6","1007,5","999,8"
186,"18,4","2,0","13,4","23,3",30,"2,2","16,4","987,3","976,1"
690,"16,0","0,8","13,1","19,0",99,"8,1","17,8","936,5","928,2"
372,"16,2","22,0","11,0","21,3",28,"5,6","21,7",,
291,"20,2","0,0","15,8","24,7",29,"4,2","17,5","976,3","965,3"
992,"10,4","81,4","7,1","13,7",10,"1,7","14,7","899,2","888,2"
130,"20,2","3,0","17,5","22,9",24,"5,0","13,3","1003,1","996,9"
54,"22,8","0,0","17,8","27,8",28,"1,9","10,0","1011,5","1005,9"
25,"24,2","0,0","21,3","27,2",99,"2,8","5,0","1018,8","1015,0"
720,"11,6","16,2","6,9","16,4",22,"1,7","13,6",,
186,"19,0","11,4","17,3","20,6",24,"5,3","13,6","996,9","992,3"
605,"18,6","0,0","14,9","22,3",36,"3,6","14,7","946,5","939,6"
74,"21,7",,"18,9","24,5",25,"1,4","10,0",,
450,"16,0","3,8","14,0","18,0",,,,,
45,"17,2","13,3","15,5","19,0",24,"1,9","15,6",,
5,"17,4","20,2","14,8","20,0",,,,"1004,4","999,6"
650,"16,8","10,5","14,5","19,0",29,"6,1","19,2",,
8,,"0,0",,,28,"5,8","16,4","1015,8","1008,8"
840,"11,6","25,4","8,5","14,7",25,"2,8","16,9","913,6","907,8"
400,"13,8","32,6","11,2","16,5",26,"0,6","9,4",,
466,"19,2","0,2","13,6","24,9",30,"5,0","22,2","957,3","948,1"
14,"24,7","0,0","20,7","28,7",35,"5,0","12,5","1019,1","1015,3"
1080,"11,4","13,8","8,3","14,6",27,"5,6","19,7","890,4","882,1"
687,"16,6",Ip,"12,3","21,0",,,,"939,6","934,6"
779,"16,2","2,0","11,9","20,4",27,"5,0","23,3","923,9","915,0"
643,"19,8","0,0","14,5","25,0",25,"4,2","15,8","942,1","935,4"
862,"14,5","2,2","13,3","15,7",22,"4,4","14,7","920,0","913,5"
1480,"8,0","17,9","4,7","11,3",20,"2,5","12,5",,
52,"16,9","12,2","15,0","18,8",30,"3,9","16,1","998,5","993,6"
21,"18,2","0,0","13,9","22,6",25,"4,2","16,1","1012,8","1006,6"
4,"16,9","21,9","11,9","21,9",21,"2,5","12,5","1005,0","998,3"
183,"13,9","27,4","8,3","19,5",30,"0,0","5,0",,
1450,"9,6","20,8","5,4","13,8",24,"3,3","14,2",,
19,"21,3","1,4","18,2","24,4",25,"4,4","13,9","1016,9","1012,9"
675,"14,2",,"8,4","19,9",,,,,
12,"22,5","0,0","18,2","26,8",21,"2,8","17,8",,
804,"15,8","0,0","13,2","18,4",20,"6,4","15,3",,
38,"14,2","13,4","11,4","17,1",27,"3,6","13,6","1001,3","995,5"
52,"22,2","0,0","19,7","24,7",27,"5,0","11,1","1011,6","1007,2"
15,,"0,4",,,34,"1,4","7,5","1019,6","1016,4"
10,"23,8",,"20,1","27,5",11,"2,8","7,8",,
60,"16,9","20,4","14,4","19,4",25,"7,5","22,5","997,3","993,5"
447,"16,0","11,0","13,2","18,9",23,"5,3","18,6","964,7","957,5"
1510,"6,0","35,6","1,7","10,3",28,"3,9","18,3","843,2","836,3"
228,"17,2","2,8","13,3","21,2",18,"3,9","13,6",,
459,"13,8","3,4","8,7","19,0",26,"2,5","12,8","956,5","946,8"
146,"16,8",,"13,8","19,9",19,"1,9","8,1",,
546,"15,6","0,2","10,9","20,3",24,"2,5","13,1","947,0","937,1"
51,"16,8","11,8","14,8","18,7",28,"4,7","18,9","999,3","993,3"
1025,"10,8","16,8","7,2","14,5",17,"1,4","13,3","895,1","885,1"
444,"16,2","7,8","13,0","19,4",23,"5,8","21,4","964,0","956,1"
680,"14,1","8,8","10,4","17,8",27,"4,7","19,4","935,1","928,9"
17,"19,8","0,0","16,8","22,7",23,"1,9","9,7",,
580,"17,8","3,8","14,1","21,4",19,"4,4","17,2","951,9","945,3"
18,"20,2","4,8","16,5","23,8",25,"5,0","14,7","1015,8","1010,0"
33,"23,4","1,8","21,7","25,0",01,"6,1","12,8","1017,2","1014,2"
353,"12,8","1,5","7,7","17,9",27,"2,5","15,3","967,0","957,0"
42,"16,2","22,3","9,6","22,9",26,"2,2","11,7","1002,1","995,4"
727,"14,4","2,6","10,6","18,2",24,"4,4","16,4","930,4","921,5"
572,"15,4","10,2","12,3","18,5",34,"3,1","15,8","951,9","946,3"
662,"16,6","2,8","13,7","19,6",24,"5,8","16,4","940,8","933,2"
640,"18,6","0,0","13,5","23,8",27,"4,7","17,2","942,1","935,0"
807,"15,0","1,0","11,1","18,9",23,"5,0","13,9",,
56,"23,2","0,0","19,4","26,9",99,"7,5","17,5","1004,6","996,2"
620,"15,8","6,6","12,2","19,4",27,"6,7","23,3","943,3","934,7"
4,"20,0","0,0","13,5","26,5",,,,,
258,"20,4","1,2","14,4","26,3",30,"4,7","23,6","980,1","970,2"
4,"17,8","25,8","13,3","22,2",21,"2,5","12,5","1005,0","998,3"
40,"21,0","0,0","17,4","24,7",20,"4,7","17,8","1006,8","999,5"
3,"21,6","1,2","17,9","25,4",22,"3,1","11,7","1017,6","1011,7"
551,"17,3","0,2","13,4","21,2",23,"7,2","14,2","953,6","946,8"
1020,"10,6","6,6","7,4","13,7",28,"1,9","12,5","894,9","888,4"
820,"14,0","4,0","10,2","17,9",26,"4,4","19,4",,
64,"24,2","0,0","20,5","27,9",10,"6,7","14,4","1013,3","1009,9"
630,"14,7",,"11,0","18,4",21,"3,3","14,2",,
23,,"0,0",,,,,,,
846,"12,0","6,4","7,5","16,6",23,"10,8","23,3","914,6","908,2"
513,"12,8","26,1","7,6","17,9",26,"4,7","13,9","949,0","941,0"
90,"15,8","19,4","12,1","19,6",27,"2,2","13,9",,
580,"17,6","3,1","15,2","20,0",,,,,
869,"18,4","0,0","11,8","24,9",32,"2,5","8,3","919,2","912,6"
41,"19,7","1,2","16,9","22,5",23,"5,3","13,6","1013,7","1008,0"
490,"18,8","0,0","13,7","23,9",22,"2,5","22,5",,
702,"16,8","0,6","14,4","19,3",28,"7,2","20,0","935,3","928,4"
912,"11,3","11,7","8,3","14,3",26,"4,4","21,1","905,0","898,5"
572,"13,5","6,2","8,4","18,6",20,"1,7","13,3",,
15,"24,7","0,1","22,7","26,7",34,"2,8","10,0","1021,2","1017,3"
11,"23,8","0,0","20,2","27,5",26,"4,2","14,4",,
750,"14,8","1,8","11,5","18,0",21,"5,6","13,9","932,1","925,8"
850,"12,4","16,4","9,2","15,7",21,"6,7","22,8","913,0","907,6"
830,"11,6","10,4","7,9","15,3",,,,"915,5","908,6"
1062,"12,9","2,0","8,9","16,9",24,"3,6","17,5","894,0","884,7"
57,"16,6","25,6","14,1","19,1",24,"4,4","15,8","999,3","994,2"
157,"20,0","0,0","13,7","26,4",26,"3,1","23,9",,
616,"12,5","21,8","8,8","16,2",24,"2,5","13,6",,
269,"17,3","16,2","13,6","21,0",20,"5,8","18,9","983,2","975,2"
100,"14,8","38,0","11,7","17,8",29,"1,1","8,6",,
626,"13,7","4,8","7,8","19,6",20,"3,6","16,9",,
3,"23,1","0,0","21,2","25,0",25,"3,1","12,8","1010,3","1003,5"
513,"12,6","25,5","7,6","17,7",26,"4,7","13,9","949,7","941,8"
2,"20,9","1,2","19,6","22,2",22,"4,7","12,2","1018,6","1013,6"
690,"14,9","5,0","11,3","18,5",22,"7,2","20,6","935,4","927,1"
575,"20,2","0,0","14,5","25,8",,"2,5",,,
28,,"27,2",,,,,,,
240,"15,6","45,1","12,9","18,2",99,"1,1","10,0",,
1005,"11,2","12,4","6,8","15,5",19,"3,3","18,3",,
1004,"12,2","4,7","8,9","15,6",30,"7,5","20,0","901,1","893,2"
8,"22,2","0,0","19,7","24,8",24,"6,9","16,1","1010,3","1003,5"
90,"19,2","17,9","16,9","21,5",22,"4,4","15,0","1007,4","1000,5"
677,,,,,,"0,6",,,
255,"14,8","37,6","12,0","17,7",99,"3,9","12,8","979,7","973,4"
87,"20,2","0,9","17,8","22,5",23,"5,8","12,2","1008,0","1002,5"
75,"21,5","0,0","13,6","29,4",26,"3,1","10,8","1006,3","999,0"
381,"17,3","2,0","14,0","20,6",23,"8,9","18,6","973,2","966,6"
408,"17,4","0,1","13,3","21,4",24,"1,4","10,3","970,9","965,2"
55,,"0,2",,,36,"3,6","9,4",,
3,,"0,0",,,24,"5,8","13,6","1015,6","1011,8"
313,"15,5","26,4","11,0","20,0",24,"5,3","18,1","978,0","971,0"
21,"21,0","1,4","18,9","23,0",22,"6,7","14,4","1016,0","1011,4"
91,"21,4","0,0","19,2","23,7",99,"8,3","18,1","1000,3","993,4"
4,"21,5","0,0","19,5","23,5",25,"5,8","14,4","1008,3","998,3"
250,"16,6","23,9","13,3","20,0",29,"3,3","13,6","975,7","969,7"
26,"21,3","0,0","16,4","26,2",31,"3,1","14,7","1011,1","1004,8"
1161,"13,5",,"7,9","19,1",26,"1,7","6,1",,
62,"24,0","0,0","20,7","27,4",17,"1,7","5,3","1014,6","1011,3"
6,,"0,0",,,27,"1,7","6,4",,
1798,"7,6","16,8","3,0","12,3",22,"7,5","32,5","819,2","811,2"
902,"15,4","1,2","10,7","20,0",24,"3,6","12,8","911,5","902,8"
312,"21,6","0,0","14,7","28,6",31,"0,8","7,5",,
3,"16,3","11,1","14,4","18,2",29,"2,8","15,6","1006,5","1000,1"
700,"17,0","4,2","13,9","20,0",20,"4,2","15,3","936,4","929,5"
100,"16,4","19,7","14,3","18,4",27,"6,1","19,7",,
1008,"13,2","9,4","8,4","18,1",26,"7,5","17,2","899,8","892,0"
540,"16,7","13,0","12,6","20,8",99,"1,9","13,1",,
775,"15,0","7,1","9,9","20,1",21,"4,7","19,7","924,5","917,9"
32,"24,6","0,0","22,8","26,3",99,"5,3","10,8","1018,5","1015,5"
24,"24,2",Ip,"21,7","26,8",01,"7,8","13,9","1016,5","1013,2"
891,"11,9","5,6","8,5","15,3",23,"8,6","18,9","908,9","901,1"
408,"21,0","0,0","17,0","24,9",,,,,
728,"16,0","1,4","13,2","18,9",,,,"932,5","924,7"
334,"15,4","25,0","11,6","19,2",,,,"967,1","962,5"
202,"19,0","3,0","16,9","21,2",22,"3,9","11,7","994,6","987,8"
1532,"7,8","8,3","3,5","12,2",28,"7,8","26,1","846,5","837,9"
913,"13,2","64,5","11,4","15,0",24,"1,9","10,8","915,7","910,9"
1030,"14,7","8,7","10,1","19,3",16,"2,5","10,8","900,2","891,4"
550,"15,6","12,9","12,1","19,0",29,"2,5","8,9","954,3","948,3"
884,"14,7","0,2","10,1","19,3",28,"5,3","20,0","912,8","903,8"
674,"16,7","4,1","14,1","19,3",25,"2,5","16,1","939,8","933,2"
370,"14,4","46,6","11,3","17,4",23,"5,0","15,0","965,4","959,0"
880,"16,2","0,4","13,0","19,4",24,"7,5","16,7","915,8","909,3"
655,"15,6","2,2","11,9","19,3",26,"6,7","17,2","942,8","936,5"
790,"14,4","6,8","9,8","19,1",22,"3,9","17,5","921,6","913,6"
415,"15,6","15,1","11,4","19,8",25,"2,8","15,3",,
6,"22,6","0,0","19,9","25,4",28,"5,3","14,7",,
758,"16,0","0,8","12,8","19,3",24,"8,9","21,1","928,2","920,2"
1030,"16,2","0,0","14,0","18,5",25,"8,9","25,8",,
664,,"4,0",,,,,,,
230,"15,0","25,6","12,1","17,8",28,"10,3","20,8","980,4","974,4"
27,"19,2","1,8","15,3","23,2",99,"5,3","13,3","1015,6","1010,5"
656,"14,0","5,4","10,5","17,5",24,"3,3","16,7","935,0","928,8"
917,"12,7","14,3","10,0","15,4",24,"3,9","20,0",,
1960,"5,3","57,6","1,2","9,4",24,"15,6","37,2","802,6","794,9"
93,"17,0",,"14,6","19,4",27,"5,3","22,5",,
57,"23,4","0,0","20,6","26,2",30,"4,2","14,7",,
300,"22,4","0,0","16,9","27,8",,,,"980,7","973,4"
734,"13,0","6,0","9,1","16,8",28,"4,4","14,2","927,1","920,1"
6,"23,0","0,0","21,1","24,9",99,"8,1","13,3","1010,3","1003,7"
790,"14,4","5,0","9,0","19,8",26,"7,2","22,2","921,6","915,4"
1081,"13,6","5,8","9,1","18,2",26,"4,4","16,4","889,5","881,0"
81,"23,8","0,0","20,0","27,5",17,"2,8","9,2","1004,1","997,0"
4,"20,5","0,0","15,0","26,0",21,"5,0","11,7","1014,5","1006,9"
26,"16,3","22,0","14,1","18,5",26,"2,2","11,9","1002,0","996,9"
119,"16,4","23,5","10,2","22,5",,,,"992,7","985,5"
50,"15,4","20,3","12,8","17,9",24,"9,2","21,1",,
265,"21,2","0,0","14,4","28,1",99,"2,5","11,4",,
295,"16,8","2,8","10,6","22,9",29,"7,2","18,1","974,0","964,2"
1130,"13,0","6,0","7,5","18,5",26,"5,0","15,6","886,6","879,2"
626,"16,2","11,8","12,7","19,8",27,"4,4","13,9","944,7","937,3"
1699,"9,0","1,2","5,5","12,4",24,"3,1","15,6","825,8","816,8"
609,"15,4","2,5","11,8","19,0",23,"5,8","21,1","947,0","938,2"
11,"24,5","0,0","21,3","27,7",,,,,
760,"18,0","0,6","13,8","22,3",26,"1,4","11,1",,
15,"25,6","0,0","23,4","27,8",,,,"1019,7","1016,7"
442,"13,5","38,0","10,7","16,3",26,"3,1","11,4","956,0","949,7"
43,"22,8","0,0","18,0","27,6",20,"3,6","11,4","1010,4","1003,0"
949,"13,9","5,6","10,8","17,0",22,"2,5","12,2","908,1","899,8"
532,"14,0","25,2","12,0","15,9",28,"1,9","8,9","945,2","939,2"
34,"20,1","2,2","16,9","23,3",99,"6,4","15,3","1014,6","1008,3"
2369,"13,4","0,0","10,5","16,2",99,"3,3","7,8","774,8","772,6"
692,,"0,7",,,24,"5,8","14,2","938,9","938,7"
1530,"7,8","36,6","4,6","11,0",32,"5,8","21,7","841,6","835,3"
394,"16,0","2,4","12,9","19,1",25,"5,6","18,3","970,2","963,0"
90,,"14,4",,,26,"15,8","28,9","993,3","989,2"
113,"15,4","57,0","12,5","18,4",24,"2,2","11,7","995,2","988,8"
667,"14,9",,"11,6","18,2",24,"3,6","15,8","937,8","929,1"
185,"18,2","0,4","14,7","21,8",25,"5,0","13,9","993,7","986,4"
6,"22,8","0,0","17,4","28,2",29,"5,0","10,8","1016,8","1011,2"
567,"16,2","0,9","10,4","22,0",99,"2,5","9,7","953,4","947,8"
87,"21,8","3,6","19,5","24,1",26,"2,5","14,2","1008,4","1004,1"
208,"14,6","11,9","8,2","21,0",,,,"982,0","975,2"
531,"15,0","14,8","11,5","18,4",,,,,
769,"12,4",,"9,2","15,5",24,"6,9","20,0","924,0","918,4"
115,"23,4","0,0","18,9","27,9",08,"4,2","12,8","1006,0","1002,1"
410,"17,4","0,2","12,7","22,2",01,"1,7","9,2","968,4","965,6"
808,"12,6","0,0","8,3","16,9",26,"4,4","15,6","919,8","917,4"
582,"12,5","0,6","7,7","17,3",26,"4,4","16,7","943,3","940,7"
17,"20,9","0,0","18,0","23,8",28,"3,3","13,9","1009,0","1003,0"
88,"18,7","0,0","13,9","23,5",25,"1,9","13,3","1002,7","998,4"
715,"12,4","0,8","9,8","15,1",25,"3,9","14,4","927,6","924,6"
874,"10,0","0,2","7,3","12,7",25,"9,2","15,3",,
43,"20,6","0,0","16,0","25,1",25,"2,8","10,0","1006,0","1001,5"
25,"25,1","0,0","22,1","28,1",99,"5,6","11,4","1015,9","1012,7"
1893,"3,8","2,4","1,9","5,8",27,"5,6","19,2","807,3","804,9"
870,"11,2","0,1","8,1","14,3",22,"3,3","13,1","908,4","904,4"
785,,"0,0",,,30,"3,1","10,8","926,0","922,8"
1220,"10,8","0,0","7,3","14,2",,,,,
334,"15,2","0,0","8,9","21,5",27,"2,8","14,2",,
273,"16,6","0,0","12,3","20,8",24,"2,2","10,8","983,3","981,2"
98,"15,0","2,7","12,0","18,0",29,"5,8","17,5","994,8","991,1"
127,"14,8","0,1","11,6","18,0",24,"5,8","21,7","989,9","986,5"
71,"18,4","0,0","13,8","23,0",30,"5,6","18,1","1000,8","995,6"
632,"19,1","1,8","16,7","21,5",29,"6,9","11,7","950,3","947,2"
249,"16,2","0,0","11,4","21,1",27,"5,8","15,0","979,5","977,0"
36,"25,3",Ip,"21,8","28,8",,,,"1015,9","1012,2"
3,"16,2","0,0","11,9","20,4",28,"5,0","15,6","1014,2","1009,5"
15,"18,7","0,0","12,5","24,9",28,"2,2","13,1","1011,5","1006,6"
28,"19,6","0,0","17,4","21,7",32,"2,5","6,9","1013,5","1011,0"
1140,"8,6","7,0","6,1","11,2",21,"5,0","16,4","879,5","875,8"
513,"13,8","0,4","9,9","17,6",26,"3,6","12,8","953,6","951,4"
580,"13,1","0,0","9,4","16,8",25,"2,8","14,4","941,3","938,3"
143,"19,3","0,0","13,9","24,7",99,"3,1","13,3","992,6","985,9"
607,"12,8","0,0","8,7","16,8",22,"6,4","13,3","941,7","939,2"
32,"18,0","0,0","15,2","20,8",25,"4,2","10,0",,
50,"21,6","0,0","17,5","25,6",30,"3,1","12,5","1004,5","1000,3"
40,"14,6","1,8","12,2","17,0",23,"4,2","13,3",,
1131,"11,6","0,0","6,3","17,0",26,"3,3","12,2","884,8","881,5"
8,,"0,0",,,12,"0,6","6,7","1014,3","1011,4"
10,"16,7","3,4","12,4","21,0",23,"2,8","13,6","1004,3","1000,1"
62,"19,8","0,0","14,7","24,9",30,"2,2","7,8","1006,6","1001,4"
186,"15,5","0,0","9,4","21,6",26,"3,3","11,7","986,6","982,4"
690,"13,2","0,0","9,7","16,6",25,"5,3","13,3","934,1","931,5"
372,"14,2",,"10,4","18,0",28,"3,9","12,8",,
291,"16,1","0,0","11,7","20,5",29,"2,8","14,2","975,7","969,4"
992,"6,4","4,6","2,7","10,0",17,"0,8","7,8","897,5","893,0"
130,"18,4","0,0","14,2","22,7",24,"1,9","7,2","1001,7","998,3"
54,"20,6","0,0","17,0","24,2",28,"2,8","12,5","1009,3","1006,0"
25,"24,4","0,0","21,0","27,9",06,"1,7","6,1","1017,1","1013,6"
720,"11,9","0,8","8,7","15,1",21,"4,2","13,6",,
186,"18,4","0,1","15,7","21,1",25,"3,1","8,3","994,6","992,1"
605,"16,4","0,0","13,1","19,6",01,"4,2","12,2","945,0","941,1"
74,"19,2",,"14,9","23,5",22,"1,4","12,5",,
450,"12,2","0,0","6,8","17,5",,,,,
45,"16,6","2,1","13,4","19,8",29,"3,6","18,1",,
5,"16,4","0,0","13,2","19,6",,,,"1004,1","1000,5"
650,"14,4","0,0","11,2","17,7",30,"1,9","7,8",,
8,,"0,0",,,24,"3,9","11,7","1014,6","1010,3"
840,"9,7","4,8","7,5","11,9",24,"3,3","15,0","913,3","910,3"
400,"12,0","13,0","9,8","14,3",28,"0,6","10,0",,
466,"14,8","0,0","8,2","21,3",26,"3,3","15,0","956,8","954,1"
14,"24,4","0,0","21,1","27,8",35,"5,6","13,3","1016,8","1013,7"
1080,"8,9","8,8","7,5","10,3",22,"3,3","15,3","888,9","886,4"
687,"13,6","0,0","8,2","19,0",,,,"936,0","934,6"
779,"10,9","0,2","6,0","15,8",22,"3,6","13,3","922,3","920,1"
643,"16,6","0,0","10,8","22,5",32,"2,2","9,4","940,8","936,7"
862,"12,8","0,0","10,3","15,3",24,"2,2","9,7","917,6","914,2"
1480,"4,8","2,4","2,2","7,5",16,"3,3","15,0",,
52,"16,6","0,8","13,7","19,5",29,"4,4","18,9","999,4","994,9"
21,"17,8","0,0","13,5","22,2",25,"1,9","10,8","1011,9","1007,2"
4,"15,2","0,6","10,0","20,4",23,"3,3","15,0","1006,2","1002,0"
183,"13,6","0,2","6,5","20,7",24,"1,1","11,7",,
1450,"6,6","1,7","5,0","8,3",24,"2,5","11,1",,
19,"21,5","0,0","17,9","25,1",25,"1,9","12,5","1015,2","1011,5"
675,"12,2",,"6,0","18,4",,,,,
12,"18,8","0,0","14,7","22,9",21,"0,8","7,8",,
804,"12,7","0,0","8,3","17,1",23,"3,6","9,7",,
38,"15,2","2,9","10,4","20,0",31,"2,2","13,6","1001,1","996,8"
52,"21,5","0,0","19,1","23,9",26,"3,9","10,3","1009,6","1006,6"
15,,"0,0",,,33,"1,9","6,9","1017,4","1014,4"
10,"23,7",,"19,6","27,8",12,"2,8","6,4",,
60,"15,7","0,0","13,4","18,0",26,"11,7","24,7","997,3","993,5"
447,"14,9","0,6","12,4","17,4",27,"3,1","10,0","963,2","960,7"
1510,"6,3","25,2","3,3","9,3",25,"5,3","18,6","841,1","837,9"
228,"16,8","1,4","11,8","21,7",99,"2,2","8,6",,
459,"12,9","0,0","6,4","19,4",99,"3,1","12,5","955,9","953,0"
146,"15,4",,"12,6","18,1",23,"1,7","9,7",,
546,"13,0","0,0","7,0","19,0",23,"1,4","8,6","945,9","942,5"
51,"16,2","0,8","13,4","19,1",29,"4,4","21,4","999,0","994,5"
1025,"8,6","1,4","5,2","11,9",22,"1,7","6,4","893,6","890,5"
444,"15,2","8,2","12,4","17,9",29,"3,9","12,2","962,5","960,6"
680,"12,0","2,0","8,9","15,0",25,"3,3","13,6","933,9","932,1"
17,"18,8","0,0","14,9","22,7",23,"0,0","5,3",,
580,"14,6","0,0","11,3","18,0",29,"1,9","11,4","949,8","946,4"
18,"19,2",Ip,"15,4","22,9",23,"3,1","9,2","1014,5","1012,0"
33,"23,2","0,0","21,0","25,3",03,"5,0","11,4","1015,4","1012,0"
353,"10,5","0,0","3,7","17,3",27,"2,5","12,5","966,5","963,4"
42,"14,9","0,0","9,6","20,2",20,"4,4","13,9","1002,2","998,2"
727,"11,9","0,4","8,7","15,1",26,"4,2","12,5","928,3","925,7"
572,"14,7","0,0","10,7","18,7",30,"1,9","8,1","950,1","947,7"
662,"13,6","0,0","10,1","17,2",25,"3,3","12,5","938,7","935,8"
640,"15,6","0,0","11,7","19,5",28,"5,0","18,3","940,7","936,8"
807,"11,2","1,4","6,2","16,1",25,"2,5","16,4",,
56,"20,6","0,0","16,6","24,5",30,"6,1","15,3","1005,0","1000,4"
620,"13,0",Ip,"9,8","16,2",28,"7,5","15,6","941,4","939,0"
4,"18,3","0,0","11,8","24,8",,,,,
258,"16,4","0,0","11,8","21,1",28,"3,9","16,4","979,6","977,0"
4,"14,8","0,7","9,7","20,0",23,"3,1","15,0","1006,2","1002,0"
40,"18,5","0,0","13,6","23,4",27,"1,9","8,9","1007,3","1001,1"
3,"20,4","0,0","16,2","24,6",24,"1,9","8,6","1016,5","1013,6"
551,"14,4","0,3","10,5","18,4",26,"3,3","9,7","951,8","949,3"
1020,"9,3","2,5","6,0","12,6",28,"0,8","8,6","894,0","890,4"
820,"11,5","0,1","9,6","13,4",19,"3,6","14,2",,
64,"23,9","0,0","19,4","28,4",99,"4,4","10,8","1011,3","1008,0"
630,"13,0",,"10,1","15,8",22,"1,7","8,1",,
23,,"0,0",,,,,,,
846,"10,7","0,5","7,6","13,8",25,"8,9","16,4","914,0","911,2"
