altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
75,"24,6","0,0","18,2","30,9",14,"2,5","10,3","1017,0","1014,8"
381,"25,9","0,0","15,5","36,3",22,"1,9","9,2","978,4","975,9"
408,"25,8","0,0","21,5","30,0",15,"2,8","12,2","975,5","972,8"
55,,"0,0",,,15,"2,5","10,8",,
3,,"0,0",,,11,"2,2","4,7","1023,4","1020,4"
313,"25,4","0,0","17,1","33,6",08,"3,6","11,4","986,7","984,0"
21,"26,2","0,0","19,3","33,0",11,"5,3","13,9","1018,0","1016,0"
91,"21,0","0,0","16,2","25,9",01,"2,5","8,3","1015,0","1013,3"
4,"23,2","0,0","19,5","26,8",21,"2,8","6,1","1024,9","1023,0"
250,"22,2","0,0","16,4","28,0",11,"2,8","4,7","994,3","992,1"
26,"24,2","0,0","18,2","30,1",12,"3,1","10,3","1021,0","1018,9"
1161,"18,6","0,0","9,5","27,6",25,"0,8","5,8",,
62,"27,0","0,0","23,0","31,1",32,"1,4","5,0","1007,9","1005,6"
763,"22,0","0,0","14,4","29,5",09,"1,1","5,8","938,0","935,8"
6,,"0,0",,,08,"6,1","11,7",,
1798,"18,3","0,0","13,6","23,0",14,"5,0","10,6","832,6","831,1"
902,"20,6","0,0","9,9","31,4",99,"1,9","6,1","924,3","920,9"
312,"22,4","0,0","14,5","30,4",04,"0,8","7,8",,
3,"21,4","0,0","16,2","26,6",05,"1,4","5,6","1024,1","1020,4"
700,"24,0","0,0","14,9","33,2",02,"0,8","6,1","944,2","941,7"
100,"19,9","0,1","17,6","22,2",99,"6,1","11,7",,
1008,"22,8","0,0","16,3","29,4",15,"2,8","7,8","911,7","910,0"
540,"22,6","0,0","12,0","33,2",12,"1,1","4,4",,
775,"22,4","0,0","11,3","33,5",10,"0,8","5,0","935,6","933,3"
32,"29,6","0,0","24,2","35,1",99,"4,2","9,7","1011,7","1009,7"
24,"30,6","0,0","26,6","34,6",34,"3,1","8,9","1010,9","1008,3"
891,"19,8","0,0","8,4","31,2",24,"2,5","7,8","924,4","922,4"
408,"22,8","0,0","18,8","26,7",,,,,
728,"21,8","0,0","13,4","30,3",,,,"942,1","939,9"
202,"24,8","0,0","13,2","36,5",11,"0,8","6,4","999,6","996,3"
1532,"19,4","0,0","16,0","22,7",10,"2,8","6,7","859,0","857,4"
913,"22,4","0,0","17,1","27,8",10,"1,9","9,4","921,2","918,7"
1030,"18,4","0,0","8,4","28,5",12,"0,8","5,0","912,9","911,0"
550,"24,4","0,0","17,0","31,8",13,"1,9","9,2","959,6","957,5"
884,"19,9","0,0","9,1","30,7",07,"1,9","7,2","926,3","923,4"
674,"22,8","0,0","13,5","32,0",09,"0,8","6,4","949,3","947,2"
370,"23,8","0,0","16,7","31,0",27,"1,7","7,8","979,9","977,8"
880,"23,9","0,0","15,6","32,2",19,"3,3","10,6","925,7","923,3"
655,"27,6","0,0","21,8","33,5",17,"5,3","16,4","948,4","946,2"
790,"20,6","0,0","10,9","30,3",11,"1,1","5,8","935,5","933,0"
415,"27,2","0,0","20,8","33,5",11,"2,2","8,9",,
6,"23,3","0,0","20,6","26,0",99,"2,5","5,0",,
758,"20,5","0,0","11,2","29,8",12,"2,2","8,1","939,5","937,0"
1030,"19,7","0,1","16,6","22,8",15,"2,2","6,4",,
664,,"0,0",,,08,"0,8","5,6",,
230,"26,0","0,0","21,9","30,2",16,"4,2","9,2","994,5","991,6"
27,"25,0","0,0","14,8","35,3",99,"2,8","7,2","1018,0","1015,1"
656,"21,6","0,0","11,8","31,4",13,"1,1","5,3","949,7","947,1"
917,,"0,0",,,13,"0,8","4,7",,
1960,"16,4","0,0","12,6","20,3",12,"3,6","8,6","815,7","814,0"
93,"22,0","0,0","18,9","25,1",11,"4,7","9,4",,
57,"25,6","0,0","22,1","29,0",35,"3,1","6,9",,
300,"22,2","0,0","14,1","30,3",,,,"989,8","987,1"
734,"22,4","0,0","12,6","32,2",99,"1,4","3,9","941,0","938,7"
6,"22,8","0,0","18,4","27,3",36,"1,9","7,2","1023,2","1021,2"
790,"19,4","0,0","5,8","33,0",09,"1,9","7,8","934,0","931,8"
1081,"19,8","0,0","9,4","30,3",99,"1,1","3,9","904,7","902,5"
81,"22,2","0,0","16,8","27,5",13,"1,7","6,4","1015,7","1013,8"
4,"23,7","0,0","19,8","27,6",99,"3,6","7,2","1025,0","1022,9"
26,"20,8","0,0","13,6","28,0",36,"0,8","4,2","1019,7","1016,9"
119,"24,6","0,0","17,6","31,6",,,,"1010,9","1007,3"
50,"24,5","0,0","19,9","29,1",10,"3,3","7,8",,
265,"22,4","0,0","13,9","30,8",12,"3,6","8,3",,
295,"22,4","0,0","13,5","31,2",12,"1,7","5,3","990,6","987,0"
1130,"19,4","0,0","10,5","28,4",16,"1,9","7,5","898,8","897,3"
626,"23,0","0,0","13,7","32,4",06,"1,4","5,8","952,9","950,1"
1699,"16,7","0,0","9,9","23,5",,,,"842,1","840,4"
609,"22,2","0,0","12,6","31,8",25,"1,4","4,7","958,5","955,6"
11,"23,0","0,0","18,8","27,2",,,,,
760,"25,6","0,0","17,0","34,1",10,"1,9","8,6",,
15,"31,1","0,0","26,1","36,1",,,,"1012,8","1010,6"
442,"21,2","0,0","9,6","32,8",28,"1,1","4,2","971,5","970,0"
43,"22,8","0,0","19,0","26,5",09,"3,1","8,3","1021,7","1019,6"
949,"21,8","0,0","12,1","31,5",22,"0,8","5,3","918,5","916,1"
532,"21,5","0,0","11,2","31,8",11,"1,1","3,9","962,0","958,7"
34,"27,0","0,0","16,9","37,2",24,"3,1","7,8","1017,6","1014,5"
2369,"15,0","0,0","11,5","18,5",12,"7,2","16,7","774,6","772,2"
692,,"0,0",,,14,"1,1","6,7","939,0","938,8"
1530,"19,4","0,0","13,6","25,1",12,"1,7","7,2","859,3","857,8"
394,"25,6","0,0","17,1","34,1",12,"2,2","7,5","977,7","975,1"
90,,"0,0",,,12,"3,9","9,4","1011,3","1008,6"
667,"23,6",,"18,2","29,0",06,"1,4","6,1","949,0","946,5"
1510,"16,0",,"7,0","25,1",23,"1,7","6,4",,
185,"25,6","0,0","15,3","36,0",08,"2,5","7,2","999,3","996,4"
6,"22,5","0,0","16,7","28,3",16,"3,1","8,9","1023,2","1020,5"
567,"22,1","0,0","10,0","34,2",99,"3,3","9,2","959,0","955,8"
87,"23,0","0,0","20,6","25,5",10,"1,9","6,1","1013,0","1010,8"
208,"23,7","0,0","15,5","31,9",,,,"999,9","995,9"
769,"22,0",,"12,7","31,3",26,"2,8","5,6","936,4","934,5"
115,"28,4","0,0","24,9","31,9",08,"3,1","6,9","1001,8","999,7"
410,"24,6","0,0","17,2","32,0",16,"3,6","10,6","975,8","974,0"
808,"24,8","0,0","17,9","31,6",13,"1,4","8,9","932,3","929,9"
582,"21,2","0,0","10,7","31,8",04,"1,7","6,7","959,0","955,3"
17,"22,4","0,0","18,5","26,3",08,"2,5","6,7","1023,3","1021,2"
88,"23,0","0,0","17,5","28,4",36,"1,4","6,7","1015,4","1012,6"
715,"20,7","0,0","10,7","30,7",04,"0,6","6,9","944,3","941,9"
874,"20,4","0,0","11,6","29,2",34,"1,9","5,3",,
43,"23,4","0,0","18,8","27,9",16,"2,2","5,8","1020,4","1018,7"
25,"28,4","0,0","24,8","32,0",02,"4,2","10,8","1013,4","1011,0"
1893,"18,7","0,0","14,8","22,6",19,"1,7","6,4","823,9","822,4"
870,"20,0","0,0","10,6","29,4",34,"1,4","9,2","927,5","925,3"
1220,"19,4","0,0","14,9","23,8",,,,,
334,"21,1","0,0","12,2","30,0",99,"1,4","4,7",,
273,"24,8","0,0","15,5","34,1",06,"0,6","3,9","992,0","989,0"
98,"23,0","0,0","14,8","31,2",18,"2,5","8,3","1012,2","1008,1"
127,"24,5","0,0","17,6","31,4",20,"3,9","11,4","1009,2","1005,8"
71,"21,4","0,0","15,6","27,3",14,"2,8","6,7","1016,6","1014,7"
632,"29,4","0,0","24,6","34,1",26,"3,6","8,9","947,9","945,4"
249,"23,4","0,0","16,0","30,7",12,"1,4","4,4","995,6","992,3"
36,"29,4","0,0","26,1","32,7",04,"2,5","5,8","1011,2","1009,2"
3,"21,1","0,0","15,7","26,5",08,"2,5","8,9","1024,5","1021,8"
15,"22,6","0,0","18,0","27,3",36,"1,7","5,8","1024,0","1022,2"
28,"27,0","0,0","22,4","31,5",12,"4,7","14,7","1018,2","1015,7"
1140,"21,6","0,0","13,9","29,4",19,"1,4","7,8","898,8","896,8"
513,"22,9","0,0","13,5","32,3",09,"0,8","5,6","965,6","962,8"
580,"20,2","0,0","8,4","32,1",27,"0,8","8,3","959,6","956,9"
143,"20,4","0,1","11,1","29,7",99,"2,2","8,3","1010,0","1007,5"
607,"21,0","0,0","10,3","31,7",05,"1,7","6,1","955,0","952,0"
32,"23,4","0,0","21,5","25,3",99,"10,6","19,2",,
50,"24,6","0,0","18,9","30,4",15,"1,9","7,8","1019,6","1017,6"
40,"24,0","0,0","16,4","31,6",18,"1,9","8,9",,
1131,"17,4","0,0","9,5","25,4",14,"2,2","7,2","900,0","898,3"
8,,"0,0",,,07,"2,5","5,6","1023,9","1021,2"
770,"24,8","0,0","17,9","31,6",,,,"936,8","933,9"
10,"21,5","0,0","16,3","26,7",08,"1,1","5,8","1022,7","1019,8"
62,"24,6","0,0","19,8","29,5",08,"1,9","7,5","1018,2","1015,2"
186,"23,4","0,0","15,5","31,2",20,"1,1","3,6","1002,5","999,3"
690,"20,8","0,0","11,3","30,4",10,"1,4","7,8","945,6","943,2"
372,"22,9","0,0","12,9","32,9",10,"1,1","5,8",,
291,"22,6","0,0","14,8","30,5",17,"1,9","9,2","992,1","989,0"
992,"18,0","0,0","8,5","27,6",17,"1,1","8,6","914,8","911,7"
130,"25,5","0,0","16,3","34,7",99,"1,9","7,8","1008,8","1005,5"
54,"22,7","0,0","18,0","27,4",14,"2,2","8,1","1018,8","1016,4"
25,"29,7","0,0","26,6","32,8",25,"1,4","5,3","1011,7","1007,8"
720,"18,2","0,0","5,1","31,4",03,"0,8","7,2",,
186,"24,2","0,0","20,2","28,3",10,"4,2","13,9","1000,1","997,7"
605,"20,6","0,0","13,7","27,6",11,"1,4","5,8","956,9","953,9"
74,"22,3",,"17,1","27,5",21,"1,1","4,7",,
450,"21,4","0,0","13,4","29,3",,,,,
45,"20,9","0,0","16,8","25,0",99,"0,6","2,8",,
5,"24,0","0,0","18,2","29,9",,,,"1023,5","1020,2"
650,"26,0","0,0","19,7","32,3",26,"3,1","7,2",,
8,,"0,0",,,07,"0,8","4,4","1024,2","1021,4"
840,"21,2","0,0","13,0","29,4",29,"1,4","5,0","930,7","928,5"
400,"21,4","0,0","9,8","32,9",04,"0,0","2,2",,
466,"23,0","0,0","16,1","29,8",22,,"5,6","971,6","969,4"
14,"31,6","0,0","27,6","35,7",04,"5,3","13,3","1014,9","1011,5"
1080,"18,6","0,0","7,8","29,5",29,"1,9","7,2","905,4","903,2"
687,"21,6","0,0","13,0","30,3",19,"4,4","9,4","945,5","943,4"
779,"20,2","0,0","9,7","30,6",05,"0,6","6,7","937,5","935,3"
531,"22,6","0,0","11,0","34,2",,,,,
643,"19,9","0,0","11,4","28,4",09,"1,7","6,4","952,2","949,6"
862,"25,2","0,0","18,2","32,2",34,"2,8","12,5","927,2","924,6"
1480,"17,8","0,0","12,4","23,1",16,"2,2","6,7",,
52,"22,5","0,0","19,0","26,0",09,"1,7","2,5","1017,0","1014,5"
21,"24,4","0,0","19,8","28,9",06,"3,1","9,2","1022,6","1019,8"
4,"22,1","0,0","15,7","28,5",05,"2,8","6,1","1023,4","1021,0"
183,"21,6","0,0","12,0","31,1",14,"0,3","2,2",,
1450,"19,4","0,0","13,3","25,4",02,"0,3","4,7",,
19,"23,6","0,0","20,8","26,3",08,"3,3","7,5","1023,9","1021,2"
675,"18,9",,"9,7","28,1",,,,,
12,"21,6","0,0","16,7","26,4",10,"1,1","6,1",,
804,"23,2","0,0","15,3","31,0",01,"1,9","8,9",,
38,"22,8","0,0","16,9","28,6",22,"1,9","5,8","1018,9","1016,3"
52,"23,6","0,0","21,6","25,7",07,"3,3","7,8","1017,9","1015,4"
15,,"0,0",,,13,"1,9","8,3","1013,2","1010,8"
10,"30,6",,"25,6","35,5",03,"3,9","15,8",,
60,"22,2","0,0","18,1","26,3",28,"3,9","9,4","1016,5","1012,9"
447,"24,0","0,0","13,8","34,2",06,"0,8","4,2","972,9","969,8"
228,"24,8","0,0","14,2","35,3",06,"1,7","4,7",,
459,"20,8","0,0","11,3","30,2",99,"0,6","3,1","973,3","970,4"
146,"23,0","0,0","11,0","34,9",32,"0,3","2,8",,
546,"22,5","0,0","15,9","29,1",22,"1,7","5,0","961,9","959,7"
51,"22,5","0,0","19,0","26,0",04,"1,9","4,2","1017,0","1014,4"
1025,"20,6","0,0","13,8","27,4",22,"2,2","6,9","910,4","908,5"
444,"24,2","0,0","16,6","31,9",35,"2,2","5,8","972,7","970,2"
680,"21,6","0,0","10,0","33,1",06,"1,9","8,3","947,2","944,9"
17,"24,1","0,0","20,1","28,1",19,"0,6","5,0",,
580,"25,3","0,0","19,0","31,6",34,"1,4","6,1","958,1","955,3"
18,"26,0","0,0","17,5","34,6",19,"3,3","7,5","1020,3","1017,5"
33,"27,6","0,0","23,8","31,3",99,"2,5","9,2","1010,8","1007,7"
353,"19,2","0,0","9,6","28,8",11,"1,4","5,0","983,6","980,5"
42,"23,6","0,0","15,1","32,0",99,"1,7","5,8","1019,9","1017,5"
727,"22,4","0,0","13,1","31,8",13,"0,8","4,2","941,9","939,1"
572,"26,4","0,0","19,0","33,8",99,"1,9","7,8","958,0","955,6"
662,"21,4","0,0","11,7","31,1",06,"1,7","6,9","949,4","946,8"
640,"22,3","0,0","15,3","29,3",08,"1,7","7,2","952,9","950,1"
807,"21,8","0,0","14,1","29,6",18,"1,9","9,4",,
56,"23,0","0,0","17,7","28,3",99,"1,7","6,7","1018,4","1016,3"
620,"23,6","0,0","15,6","31,6",10,"1,4","6,1","954,5","951,6"
4,"22,8","0,0","19,0","26,5",,,,,
258,"23,8","0,0","15,8","31,8",04,"1,7","5,0","995,5","992,3"
4,"21,8","0,0","15,3","28,4",99,"2,8","6,1","1023,4","1021,0"
40,"20,8","0,0","14,3","27,2",02,"1,4","6,7","1022,0","1020,0"
3,"25,4","0,0","18,4","32,5",12,"1,1","5,6","1022,2","1019,6"
551,"23,9","0,0","15,1","32,7",07,"1,1","5,3","961,1","958,4"
1020,"18,6","0,0","9,1","28,1",33,"0,3","6,4","911,6","909,7"
820,"21,4","0,0","12,8","30,0",35,"1,4","6,9",,
64,"32,2","0,0","26,7","37,6",05,"4,2","12,5","1007,0","1003,9"
630,"25,0","0,0","15,8","34,1",19,"0,8","5,0",,
23,,"0,0",,,,,,,
846,"20,0","0,0","10,2","29,9",06,"1,4","5,6","929,9","927,8"
513,"20,0","0,0","7,7","32,3",99,"1,9","7,2","966,6","963,7"
90,"22,2",,"17,1","27,2",15,"1,7","5,0",,
869,"20,4","0,0","14,3","26,5",06,"1,7","8,1","927,0","924,4"
41,"25,8","0,0","18,7","32,9",15,"2,5","6,7","1018,1","1015,5"
490,"17,8","0,0","9,0","26,6",20,"0,6","5,0",,
113,"22,9","0,0","17,0","28,8",06,"1,1","6,4","1010,0","1006,1"
702,"21,1","0,0","11,8","30,4",04,"2,5","8,1","945,4","942,4"
912,"21,0","0,0","12,8","29,1",36,"1,9","6,7","922,7","920,5"
572,"21,0","0,0","12,2","29,9",24,"0,8","4,2",,
15,"32,6","0,0","30,1","35,0",07,"4,7","16,4","1015,3","1012,7"
11,"23,3","0,0","19,0","27,6",09,"1,4","5,6",,
750,"24,2","0,0","16,3","32,0",01,"1,1","6,7","939,3","936,6"
850,"18,9","0,0","7,2","30,6",09,"0,6","5,6","930,0","927,8"
830,"19,0","0,0","8,1","29,8",,,,"932,6","930,5"
1062,"16,6","0,0","5,4","27,9",99,"1,1","5,8","907,3","904,7"
57,"23,8","0,0","19,1","28,4",99,"1,1","5,8","1016,7","1012,7"
157,"21,4","0,0","12,4","30,3",12,"1,4","6,9",,
616,"20,4","0,0","8,5","32,2",12,"1,4","8,9",,
269,"23,5","0,0","12,8","34,2",05,"1,9","6,4","992,8","989,3"
100,"21,2","0,0","12,6","29,7",07,"1,4","6,4",,
626,"20,1","0,0","12,4","27,8",20,"1,1","4,2",,
3,"25,0","0,0","20,3","29,7",22,"1,9","6,7","1024,9","1022,7"
513,"20,2","0,0","8,8","31,5",99,"1,9","7,2","966,1","964,7"
2,"25,9","0,0","22,6","29,2",10,"7,2","15,8","1021,6","1019,1"
690,"23,1","0,0","15,0","31,2",10,"1,1","5,6","946,9","944,3"
575,"20,2","0,2","12,5","27,9",24,"1,4","7,2",,
28,"21,6","0,0","16,2","26,9",,,,,
240,"22,4","0,0","16,0","28,9",04,"0,8","4,4",,
1005,"17,8","0,0","6,1","29,5",22,"0,6","5,8",,
1004,"22,8","0,0","17,7","27,9",04,"0,6","7,2","912,4","912,0"
8,"22,0","0,0","15,3","28,8",23,"3,3","10,3","1025,1","1022,8"
90,"25,1","0,0","14,6","35,6",22,"2,5","8,9","1013,1","1008,8"
677,"19,6",,"8,8","30,4",23,"0,3","4,2",,
255,"22,6","0,0","17,3","27,9",24,"1,7","6,7","993,9","990,3"
87,"26,2","0,0","17,1","35,4",10,"2,5","7,8","1012,0","1009,1"
75,"24,5","0,0","18,4","30,6",17,"1,4","7,8","1017,0","1014,0"
381,"25,2","0,0","15,9","34,6",06,"3,3","9,2","979,5","976,7"
408,"23,2","0,0","18,6","27,7",15,"2,8","10,6","976,2","974,1"
55,,"0,0",,,15,"4,7","11,7",,
3,,"0,0",,,12,"3,1","13,1","1024,8","1021,7"
313,"25,0","0,0","15,3","34,8",02,"1,7","6,9","987,9","985,1"
21,"25,6","0,0","18,7","32,5",13,"5,6","14,4","1018,9","1017,1"
91,"20,2","0,0","14,9","25,5",10,"2,2","10,3","1015,6","1013,4"
4,"22,3","0,0","18,5","26,1",19,"3,3","6,7","1024,9","1022,9"
250,"22,4","0,0","18,4","26,4",17,"1,9","4,2","993,7","992,1"
26,"22,6","0,0","18,2","27,1",14,"1,4","6,4","1021,8","1019,6"
1161,"18,7","0,0","9,6","27,8",24,"0,8","5,6",,
62,"27,4","0,0","22,6","32,2",31,"1,7","6,7","1008,3","1004,7"
763,"21,8","0,0","13,4","30,2",12,"0,8","5,8","938,1","935,7"
6,,"0,0",,,05,"6,1","14,7",,
1798,"17,8","0,0","12,4","23,1",02,"2,5","6,9","832,8","831,5"
902,"20,0","0,0","9,0","31,0",02,"1,9","8,1","924,1","920,6"
312,"22,6","0,0","15,8","29,5",17,"0,8","5,0",,
3,"21,6","0,0","15,1","28,2",07,"1,1","5,3","1024,0","1021,5"
700,"23,0","0,0","14,5","31,5",02,"1,1","7,5","944,4","941,9"
100,"24,0","0,0","19,0","29,0",27,"5,0","8,3",,
1008,"22,7","0,0","16,3","29,1",27,"2,2","5,8","912,4","910,6"
540,"21,2","0,0","11,0","31,5",11,"1,1","5,3",,
775,"21,4","0,0","11,5","31,2",26,"0,8","4,2","936,8","934,7"
32,"30,2","1,0","25,8","34,5",32,"2,5","18,6","1012,0","1008,9"
24,"30,6","0,0","27,7","33,5",33,"0,8","9,2","1011,0","1008,1"
891,"19,0","0,0","7,6","30,3",35,"1,9","10,0","925,4","923,0"
408,"23,2","0,0","18,7","27,8",,,,,
728,"21,4","0,0","12,7","30,1",,,,"942,4","939,6"
202,"23,5","0,0","11,7","35,3",12,"0,6","6,4","1000,6","996,2"
1532,"20,0","0,0","16,1","23,9",27,"1,7","5,3","859,2","857,5"
913,"22,2","0,0","18,7","25,6",13,"2,2","9,7","921,4","919,7"
1030,"18,4","0,0","8,2","28,5",02,"0,6","4,4","912,9","910,8"
550,"22,6","0,0","12,8","32,4",13,"1,1","6,9","960,8","958,6"
884,"18,8","0,0","8,1","29,5",05,"1,7","7,8","926,1","923,4"
674,"21,4","0,0","13,2","29,6",11,"0,8","6,4","949,4","946,9"
370,"22,0","0,0","15,6","28,4",24,"2,2","5,8","982,1","978,6"
880,"22,0","0,1","14,1","29,8",07,"2,2","8,3","925,6","922,9"
655,"25,4","0,0","17,7","33,1",17,"1,1","7,8","949,6","947,5"
790,"19,2","0,0","8,5","30,0",27,"0,8","5,0","936,0","933,7"
415,"27,2","0,0","19,7","34,7",12,"1,1","6,4",,
6,"22,2","0,0","19,0","25,5",20,"2,5","5,3",,
758,"19,1","0,0","10,6","27,6",14,"2,5","8,9","939,9","937,2"
1030,"19,0","0,0","15,5","22,5",15,"2,8","7,8",,
664,,"0,0",,,07,"0,8","5,6",,
230,"23,1","0,0","19,9","26,3",15,"3,6","8,9","996,7","992,9"
27,"25,0","0,0","15,9","34,0",14,"2,8","9,2","1018,7","1016,6"
656,"20,8","0,0","11,4","30,3",04,"0,8","3,9","950,6","948,1"
917,,"0,0",,,09,"0,8","4,2",,
1960,"15,7","0,0","11,7","19,7",18,"2,2","7,8","816,3","814,6"
93,"20,4","0,0","16,4","24,3",27,"1,1","3,9",,
57,"24,2","0,0","21,5","26,9",03,"3,1","7,8",,
300,"21,4","0,0","15,2","27,6",,,,"990,6","987,7"
734,"21,0","0,0","11,7","30,2",11,"1,1","2,8","941,9","939,6"
6,"22,6","0,0","18,2","27,0",99,"3,1","8,3","1023,2","1021,2"
790,"18,8","0,0","6,2","31,5",30,"1,9","6,1","935,1","933,0"
1081,"19,9","0,0","9,5","30,3",02,"0,8","6,1","904,7","902,4"
81,"23,2","0,0","19,0","27,3",99,"1,9","5,0","1015,8","1013,9"
4,"23,0","0,0","19,0","27,1",99,"2,8","5,0","1025,1","1023,1"
26,"22,0","0,0","12,6","31,3",36,"1,4","4,4","1021,0","1017,7"
119,"23,0","0,0","14,6","31,5",,,,"1010,5","1008,0"
50,"19,5","0,2","14,5","24,5",21,"3,3","8,3",,
265,"23,6","0,0","18,1","29,0",99,"2,5","8,3",,
295,"21,6","0,0","13,1","30,2",22,"1,1","4,4","990,8","987,5"
1130,"19,2","0,0","9,5","28,9",24,"1,1","5,8","899,4","897,5"
626,"22,4","0,0","13,0","31,9",14,"0,8","5,6","953,1","950,4"
1699,"16,2","0,0","9,0","23,3",13,"1,9","7,5","842,3","840,5"
609,"22,6","0,0","11,9","33,2",99,"1,1","4,2","958,6","955,4"
11,"23,3","0,0","19,0","27,6",,,,,
760,,"0,0",,,26,"1,1","6,4",,
15,"30,5","0,0","26,2","34,8",,,,"1013,0","1010,1"
442,"21,0","0,0","10,0","32,1",32,"1,1","3,1","973,4","970,8"
43,"23,0","0,0","19,1","26,8",11,"3,1","6,7","1021,6","1019,8"
949,"21,8","0,0","11,7","31,9",17,"1,1","6,1","918,5","915,6"
532,"21,2","0,0","10,4","32,0",12,"1,1","3,1","963,1","959,4"
34,"26,1","0,0","16,9","35,3",05,"3,1","10,3","1018,8","1015,7"
2369,"15,8","0,0","12,1","19,5",14,"9,4","18,3","775,3","771,9"
692,,"0,0",,,15,"0,3","6,7","939,0","938,8"
1530,"19,2","0,0","12,7","25,6",29,"1,9","7,2","860,2","858,3"
394,"25,2","0,0","16,5","34,0",19,"1,4","6,1","978,7","976,2"
90,,"0,0",,,26,"3,1","8,1","1013,5","1009,5"
667,"23,0",,"17,0","29,0",06,"1,4","5,0","949,0","946,4"
1510,"16,4",,"8,0","24,9",31,"1,9","6,7",,
185,"24,4","0,0","14,1","34,7",04,"1,1","5,3","1001,1","998,0"
6,"22,2","0,0","17,2","27,1",12,"3,6","8,3","1024,2","1021,8"
567,"21,8","0,0","10,9","32,6",99,"2,5","8,9","959,4","955,7"
87,"23,2","0,0","20,6","25,7",11,"4,2","8,6","1013,9","1011,7"
208,"22,4","0,0","12,9","32,0",,,,"999,9","997,2"
769,"22,7",,"13,5","31,9",36,"2,5","5,3","937,6","935,3"
115,"31,4","0,0","24,8","38,1",23,"3,3","10,3","1004,4","1000,4"
410,"23,4","0,0","16,8","29,9",,"4,2",,"975,8","973,2"
808,"23,6","0,0","16,7","30,5",12,"1,4","8,6","932,6","929,5"
582,"20,4","0,0","11,0","29,8",36,"1,7","6,1","959,1","954,7"
17,"22,3","0,0","18,5","26,1",10,"2,2","5,6","1023,7","1021,4"
88,"21,8","0,0","16,0","27,5",06,"1,4","5,8","1015,8","1012,2"
715,"20,8","0,0","11,6","30,1",02,"1,1","5,0","944,6","941,4"
874,"19,4","0,0","10,0","28,9",33,"2,8","7,5",,
43,"22,2","0,0","17,3","27,2",15,"2,2","5,8","1020,9","1018,1"
25,"28,7","0,0","24,9","32,5",36,"3,6","7,5","1015,3","1012,6"
1893,"16,6","0,0","13,3","19,9",10,"1,9","5,8","823,6","821,9"
870,"19,8","0,0","11,5","28,0",32,"1,9","10,0","927,0","925,2"
1220,"18,6","0,0","13,3","23,8",,,,,
334,"20,6","0,0","11,6","29,6",08,"1,1","5,3",,
273,"25,2","0,0","15,9","34,5",07,"0,3","3,9","991,8","988,1"
98,"20,8","0,0","12,7","29,0",03,"2,2","11,7","1011,7","1010,2"
127,"22,9","0,0","16,6","29,2",19,"2,5","10,3","1009,2","1007,1"
71,"20,7","0,0","14,9","26,5",99,"2,8","7,2","1016,8","1014,3"
632,"29,6","0,0","25,5","33,7",15,"4,4","15,0","949,8","946,4"
249,"23,1","0,0","15,6","30,6",08,"1,7","4,7","995,8","991,7"
36,"28,7","0,0","26,0","31,4",28,"1,7","5,0","1013,6","1009,8"
3,"22,1","0,0","17,8","26,4",12,"3,1","10,3","1024,5","1022,0"
15,"21,8","0,0","17,1","26,6",02,"1,9","6,4","1024,3","1021,7"
28,"25,6","0,0","21,5","29,8",10,"5,0","13,6","1018,7","1016,2"
1140,"20,2","0,0","13,3","27,0",02,"2,5","11,7","898,4","896,4"
513,"23,7","0,0","16,3","31,1",10,"2,5","7,8","965,7","962,3"
580,"17,1","0,0","4,0","30,2",05,"0,6","6,1","960,1","956,7"
143,"20,8",Ip,"12,5","29,0",99,"1,9","7,2","1009,7","1006,8"
607,"20,6","0,0","11,3","29,8",02,"1,7","6,1","955,4","951,5"
32,"22,4","0,0","20,8","24,1",10,"10,6","18,3",,
50,"23,6","0,0","17,0","30,2",13,"1,9","7,2","1020,0","1016,9"
40,"21,2","0,0","14,6","27,7",20,"1,4","7,8",,
1131,"16,0","0,0","6,8","25,3",14,"1,9","7,2","899,7","897,9"
8,,"0,0",,,07,"1,9","5,0","1024,0","1021,4"
770,"23,6","0,0","16,6","30,5",,,,"936,7","933,4"
10,"20,5","0,0","16,5","24,5",08,"0,8","6,1","1023,4","1021,1"
62,"23,6","0,0","18,6","28,5",08,"2,5","6,4","1018,7","1015,2"
186,"22,4","0,0","14,2","30,7",23,"1,4","4,7","1002,8","999,0"
690,"19,5","0,0","10,9","28,1",99,"1,4","7,5","946,0","942,9"
372,"23,2","0,0","15,1","31,2",11,"1,1","8,1",,
291,"22,7","0,0","15,1","30,3",19,"2,2","8,9","992,2","988,3"
992,"18,6","0,0","9,1","28,0",16,"1,1","6,4","914,6","911,2"
130,"23,6","0,0","15,2","32,0",99,"2,2","7,2","1008,9","1005,0"
54,"22,2","0,2","17,6","26,9",13,"2,5","7,5","1019,0","1016,3"
25,"27,4","0,0","24,9","29,8",99,"0,8","3,6","1013,5","1010,7"
720,"16,1","0,0","2,2","30,0",05,"0,6","6,7",,
186,"23,1","0,0","19,6","26,6",09,"3,9","13,9","1000,1","997,9"
605,"19,8","0,0","13,6","26,1",06,"1,4","6,7","957,2","953,7"
74,"21,8",,"17,1","26,6",19,"1,4","6,4",,
450,"20,8","0,0","13,0","28,7",,,,,
45,"20,2","0,0","15,6","24,7",13,"0,6","3,1",,
